start_station_name,start_lat,start_lng,starts_2013,starts_2018,starts_2023,end_station_name,end_lat,end_lng,ends_2013,ends_2018,ends_2023
Broad St & Bridge St,40.704002161123064,-74.01127170208491,1338.0,688.0,1896.0,Broad St & Bridge St,40.70365182082359,-74.01167797013726,1274.0,694.0,1967
Broadway & 12 St,40.76676423089849,-73.93476434680177,,464.0,903.0,Broadway & 12 St,40.7668,-73.9347774,,478.0,920
Broadway & 49 St,40.75541058630556,-73.91239736155181,,,444.0,Broadway & 49 St,40.755389,-73.911517,,,453
Broadway & 51 St,40.75401774717367,-73.90967013898543,,,595.0,Broadway & 51 St,40.754164,-73.908906,,,613
Broadway & Battery Pl,40.704802324890466,-74.01346912249072,3669.0,5458.0,2891.0,Broadway & Battery Pl,40.70463333792753,-74.01361705963427,3959.0,5882.0,2953
Broadway & Berry St,40.71043208447147,-73.96533258225003,852.0,2565.0,3810.0,Broadway & Berry St,40.71036129899118,-73.96530389793774,903.0,2447.0,3826
Broadway & E 14 St,40.73461583579331,-73.9906770907947,7167.0,9372.0,9628.0,Broadway & E 14 St,40.73454567047172,-73.99074141939964,7052.0,9233.0,9794
Broadway & E 19 St,40.73867307361169,-73.98980605153668,,,5608.0,Broadway & E 19 St,40.73866091434629,-73.98987293248199,,,5641
Broadway & E 21 St,40.74001080783832,-73.98946660923576,,,8239.0,Broadway & E 21 St,40.7398884076891,-73.98958593621045,,,8164
Broadway & Ellwood St,40.860776203444445,-73.93011428122738,,,324.0,Broadway & Ellwood St,40.862058,-73.929719,,,332
Broadway & Furman Ave,40.68232001646,-73.90806911542953,,,350.0,Broadway & Furman Ave,40.68139,-73.90756,,,342
Broadway & Hancock St,40.68698580563815,-73.91739278344642,,,678.0,Broadway & Hancock St,40.68663,-73.9168,,,697
Broadway & Kent Ave,40.7110452372329,-73.96837419080087,,,4816.0,Broadway & Kent Ave,40.710888,-73.968329,,,4821
Broadway & Kosciuszko St,40.69341545012422,-73.92884198599944,,,1178.0,Broadway & Kosciuszko St,40.69329,-73.92852,,,1161
Broadway & Madison St,40.688678938699496,-73.9203364557909,,,1320.0,Broadway & Madison St,40.68822,-73.91966,,,1340
Broadway & Morris St,40.706193823506666,-74.01295132408248,,,3165.0,Broadway & Morris St,40.70594513225418,-74.01321888011181,,,3211
Broadway & Moylan Pl,40.81379974945625,-73.95911523629815,,1504.0,1383.0,Broadway & Moylan Pl,40.81432560115858,-73.95902550144821,,1685.0,1381
Broadway & Roebling St,40.709504733512574,-73.96078196584165,,1828.0,2390.0,Broadway & Roebling St,40.70924826231921,-73.96063148892922,,1727.0,2376
Broadway & W 122 St,40.81109856303194,-73.96143680585367,,624.0,1148.0,Broadway & W 122 St,40.8120561994863,-73.96125470077054,,613.0,1168
Broadway & W 131 St,40.817251954687016,-73.95720860010137,,,901.0,Broadway & W 131 St,40.817555,-73.957163,,,900
Broadway & W 133 St,40.81880555577787,-73.95619971973866,,,1250.0,Broadway & W 133 St,40.8190344,-73.956156,,,1259
Broadway & W 138 St,40.820860498773236,-73.95369001172912,,,1345.0,Broadway & W 138 St,40.82182,-73.95353,,,1244
Broadway & W 142 St,40.824338815623214,-73.95173437179902,,,1166.0,Broadway & W 142 St,40.824686,-73.951947,,,1108
Broadway & W 153 St,40.83051919308786,-73.94671398124818,,,736.0,Broadway & W 153 St,40.831327,-73.946665,,,656
Broadway & W 155 St,40.83206173827861,-73.94600124710841,,,1273.0,Broadway & W 155 St,40.83299,-73.94592,,,1202
Broadway & W 160 St,40.83465102602036,-73.94382432531351,,,1228.0,Broadway & W 160 St,40.835775,-73.9434,,,1238
Broadway & W 165 St,40.8382245074957,-73.94150610085129,,,659.0,Broadway & W 165 St,40.839137,-73.941409,,,632
Broadway & W 168 St,40.83992568595098,-73.94000731405778,,,1524.0,Broadway & W 168 St,40.8408960318524,-73.93972098830226,,,1228
Broadway & W 185 St,40.851384467371936,-73.93481685279328,,,803.0,Broadway & W 185 St,40.852538,-73.93441,,,772
Broadway & W 192 St,40.85738038058169,-73.93224635521938,,,506.0,Broadway & W 192 St,40.857994,-73.932173,,,499
Broadway & W 220 St,40.8709804394559,-73.91331133457263,,,514.0,Broadway & W 220 St,40.872412,-73.912807,,,528
Broadway & W 25 St,40.742816927070976,-73.9890828484007,,7382.0,9885.0,Broadway & W 25 St,40.7428687743634,-73.98918628535519,,7612.0,9862
Broadway & W 29 St,40.746186115378066,-73.98847786928988,3224.0,5369.0,7027.0,Broadway & W 29 St,40.74620090037681,-73.98855722913333,3021.0,5343.0,6900
Broadway & W 36 St,40.750871482174496,-73.98761517878397,1899.0,4228.0,3427.0,Broadway & W 36 St,40.75097710962057,-73.98765427903417,1803.0,4134.0,3189
Broadway & W 37 St,40.75167431828735,-73.987511303838,1872.0,1950.0,1928.0,Broadway & W 37 St,40.751726319613766,-73.9875352297224,1480.0,1825.0,1657
Broadway & W 38 St,40.75307618994617,-73.98720594188049,,4487.0,5802.0,Broadway & W 38 St,40.75297282234702,-73.98734897385998,,4331.0,5784
Broadway & W 41 St,40.75506491125872,-73.98655591964162,3798.0,6858.0,7251.0,Broadway & W 41 St,40.755135571992184,-73.98658031851744,3479.0,6830.0,6907
Broadway & W 48 St,40.76011299379072,-73.98476571834476,,,7028.0,Broadway & W 48 St,40.76017739252501,-73.9848679309144,,,6791
Broadway & W 51 St,40.762198177643405,-73.98331584527259,2733.0,3848.0,5317.0,Broadway & W 51 St,40.76228825894635,-73.98336183068893,2468.0,3874.0,5182
Broadway & W 53 St,40.76332094547112,-73.9824615724078,3636.0,4547.0,5985.0,Broadway & W 53 St,40.76344058046701,-73.98268128967754,3245.0,3870.0,5396
Broadway & W 56 St,40.765002732486536,-73.98199025280013,,4826.0,6264.0,Broadway & W 56 St,40.76526539855508,-73.98192337862733,,4754.0,4983
Broadway & W 58 St,40.766738675386954,-73.98171286081154,5202.0,8082.0,12457.0,Broadway & W 58 St,40.76695316918418,-73.98169332841634,4792.0,8003.0,12086
Broadway & W 61 St,40.769870337449554,-73.98198019544148,,,6997.0,Broadway & W 61 St,40.77003010199319,-73.98196845995417,,,6441
Broadway & Whipple St,40.70203674717488,-73.94418053720834,,790.0,1624.0,Broadway & Whipple St,40.7016657,-73.9437303,,876.0,1612
Bronx Shore Comfort Station,40.80023683321073,-73.92422628792468,,,416.0,Bronx Shore Comfort Station,40.80046,-73.92404,,,421
Brook Ave & E 138 St,40.80708609864227,-73.91984445253557,,,1134.0,Brook Ave & E 138 St,40.807408,-73.91924,,,1229
Brook Ave & E 141 St,40.809573828057864,-73.91814380519497,,,530.0,Brook Ave & E 141 St,40.809619,-73.917875,,,527
Brook Ave & E 148 St,40.814281620845755,-73.91571010793479,,,644.0,Brook Ave & E 148 St,40.814383,-73.915368,,,663
Brook Ave & E 157 St,40.820363512780226,-73.9119968911129,,,499.0,Brook Ave & E 157 St,40.820713,-73.911759,,,505
Brooklyn Ave & Beverley Rd,40.64711123421739,-73.94399204189855,,,23.0,Brooklyn Ave & Beverley Rd,40.64575,-73.94331,,,28
Brooklyn Ave & Dean St,40.67760261518142,-73.94484688049866,,,994.0,Brooklyn Ave & Dean St,40.67669,-73.94437,,,1002
Brooklyn Ave & Prospect Pl,40.674469411611796,-73.94470081023738,,,1136.0,Brooklyn Ave & Prospect Pl,40.67412,-73.94447,,,1044
Brooklyn Ave & Snyder Ave,40.649029002021976,-73.9437027499707,,,91.0,Brooklyn Ave & Snyder Ave,40.64915,-73.94368,,,104
Brooklyn Ave & Tilden Ave,40.647302324081636,-73.94350023253062,,,49.0,Brooklyn Ave & Tilden Ave,40.64725,-73.94352,,,61
Brooklyn Bridge Park - Pier 2,40.69864843520008,-73.9970030358886,,2104.0,2639.0,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,,2143.0,2639
Brunswick & 6th,,,,,,Brunswick & 6th,40.72601172964625,-74.05038893222809,,,1
Brunswick St,,,,,,Brunswick St,40.7241765,-74.0506564,,,2
Buchanan Pl & Grand Ave,40.85700690584526,-73.90733896660426,,,657.0,Buchanan Pl & Grand Ave,40.85834,-73.90626,,,622
Buffalo Ave & E New York Ave,40.667145980287394,-73.92673054523529,,,595.0,Buffalo Ave & E New York Ave,40.66591,-73.92602,,,606
Buffalo Ave & St Johns Pl,40.67120230957433,-73.92583827103913,,,213.0,Buffalo Ave & St Johns Pl,40.67015,-73.92538,,,205
Bulova Ave & Brooklyn Queens Expressway W,40.76254373970103,-73.9028812826094,,,582.0,Bulova Ave & Brooklyn Queens Expressway W,40.762507,-73.902534,,,572
Bus Slip & State St,40.702140862895675,-74.01370478783912,,3158.0,2652.0,Bus Slip & State St,40.701907,-74.013942,,3262.0,2650
Bushwick Ave & Dekalb Ave,40.695589588866014,-73.92879809352041,,,923.0,Bushwick Ave & Dekalb Ave,40.69502,-73.92824999999999,,,907
Bushwick Ave & Forrest St,40.70106738358314,-73.93688168288988,,,1241.0,Bushwick Ave & Forrest St,40.70076,-73.93641,,,1256
Bushwick Ave & Furman Ave,40.683121420114965,-73.90662878916802,,,490.0,Bushwick Ave & Furman Ave,40.68281,-73.90623,,,418
Bushwick Ave & Harman St,40.69402137819903,-73.9258193341684,,,1447.0,Bushwick Ave & Harman St,40.69356,-73.92524,,,1451
Bushwick Ave & Linden St,40.69214309928002,-73.92222399886772,,,1144.0,Bushwick Ave & Linden St,40.69146,-73.92146,,,1133
Bushwick Ave & McKibbin St,40.70543739147544,-73.93947524135395,,,760.0,Bushwick Ave & McKibbin St,40.705517,-73.93936,,,766
Bushwick Ave & Powers St,40.712685718683154,-73.9414697900552,,1564.0,1860.0,Bushwick Ave & Powers St,40.712476610426464,-73.94100004994533,,1570.0,1829
Bushwick Ave & Stagg St,40.71015814412966,-73.94042753513578,,,707.0,Bushwick Ave & Stagg St,40.709897,-73.94008,,,710
Butler St & Court St,40.68535784620839,-73.99425836440635,,952.0,1406.0,Butler St & Court St,40.6849894,-73.99440329,,952.0,1449
Cabrini Blvd & W 177 St,40.84715035196753,-73.94186764951557,,,503.0,Cabrini Blvd & W 177 St,40.848282,-73.941343,,,449
Cadman Plaza E & Red Cross Pl,40.70004131371664,-73.98961799041425,175.0,2868.0,1928.0,Cadman Plaza E & Red Cross Pl,40.69991755507953,-73.98971773304771,169.0,2733.0,1949
Cadman Plaza E & Tillary St,40.69604259613798,-73.99014453414405,1148.0,1831.0,1865.0,Cadman Plaza E & Tillary St,40.695976832400625,-73.9901489211297,1194.0,1794.0,1912
Calyer St & Guernsey St,40.72749147031472,-73.9552439155765,,,1319.0,Calyer St & Guernsey St,40.72755807324771,-73.95505853068305,,,1324
Calyer St & Jewel St,40.729591197590395,-73.94849524625836,,,1027.0,Calyer St & Jewel St,40.72984,-73.94839,,,1039
Calyer St & West St,40.7268351003778,-73.95875355931986,,,1312.0,Calyer St & West St,40.72693,-73.95863,,,1339
Cambridge Pl & Gates Ave,40.685299202442295,-73.96318623434858,,853.0,1857.0,Cambridge Pl & Gates Ave,40.68487999999999,-73.96304,,867.0,1873
Canal St & Rutgers St,40.714468744434924,-73.98981695033086,2544.0,6048.0,8744.0,Canal St & Rutgers St,40.71427487004444,-73.98990024991453,2567.0,5937.0,8775
Carlton Ave & Dean St,40.681466470770566,-73.9710756017053,,1026.0,863.0,Carlton Ave & Dean St,40.6809741,-73.9710097,,1030.0,871
Carlton Ave & Flushing Ave,40.69797585559943,-73.97378857533859,,1077.0,1522.0,Carlton Ave & Flushing Ave,40.69778699999999,-73.973736,,1207.0,1652
Carlton Ave & Park Ave,40.69614911952744,-73.97354210601173,946.0,735.0,1391.0,Carlton Ave & Park Ave,40.69580705,-73.97355569,993.0,730.0,1403
Carlton Ave & St Marks Ave,40.67939822219572,-73.97188260050032,,,1495.0,Carlton Ave & St Marks Ave,40.67911856082165,-73.97176265716553,,,1487
Carmine St & 6 Ave,40.730462520627164,-74.0018910499558,5738.0,9215.0,8211.0,Carmine St & 6 Ave,40.7303859900147,-74.00214988017638,6044.0,9369.0,8165
Carroll St & 5 Ave,40.675370407682685,-73.9815097542988,,1401.0,2269.0,Carroll St & 5 Ave,40.675162199912286,-73.98148319991228,,1422.0,2280
Carroll St & 6 Ave,40.67434208392813,-73.97863007573119,,1252.0,2268.0,Carroll St & 6 Ave,40.6740886,-73.9787282,,1245.0,2286
Carroll St & Bond St,40.67890959854896,-73.99026092686022,,732.0,1314.0,Carroll St & Bond St,40.67861150187266,-73.99037292029962,,760.0,1335
Carroll St & Columbia St,40.68319186180136,-74.00318021115208,,1081.0,1418.0,Carroll St & Columbia St,40.6830456002807,-74.00348559028771,,1141.0,1425
Carroll St & Franklin Ave,40.668897708715924,-73.95902239481158,,209.0,812.0,Carroll St & Franklin Ave,40.66794110000001,-73.9588,,199.0,810
Carroll St & Rochester Ave,40.66678547084314,-73.9287747160227,,,323.0,Carroll St & Rochester Ave,40.66598,-73.9284,,,343
Carroll St & Smith St,40.68101366398926,-73.99454816215322,,2058.0,2639.0,Carroll St & Smith St,40.680611,-73.9947582497171,,2119.0,2651
Carroll St & Utica Ave,40.666399020246836,-73.93201227222573,,,316.0,Carroll St & Utica Ave,40.66619,-73.93162,,,326
Carroll St & Washington Ave,40.66958705292291,-73.96198266640731,,279.0,748.0,Carroll St & Washington Ave,40.6686744,-73.9618148,,277.0,714
Catalpa Ave & Woodward Ave,40.70230711806131,-73.90258082595855,,,772.0,Catalpa Ave & Woodward Ave,40.70229,-73.90145,,,780
Cathedral Pkwy & Broadway,40.80380845787827,-73.96703399574706,,2121.0,4217.0,Cathedral Pkwy & Broadway,40.804213,-73.96699103999055,,1850.0,4234
Catherine St & Monroe St,40.71124338234484,-73.99671441594705,510.0,2555.0,2462.0,Catherine St & Monroe St,40.711174439645596,-73.99682618984696,477.0,2571.0,2483
Caton Ave & Argyle Rd,40.650324824834435,-73.96787511616225,,,604.0,Caton Ave & Argyle Rd,40.649681,-73.967829,,,604
Caton Ave & Bedford Ave,40.653243308693135,-73.95657479528487,,,894.0,Caton Ave & Bedford Ave,40.65237,-73.95623,,,896
Caton Ave & E 10 St,40.648729065826025,-73.97071322241406,,,479.0,Caton Ave & E 10 St,40.648481,-73.97058,,,479
Caton Ave & E 7 St,40.64934556782317,-73.97342186059214,,,492.0,Caton Ave & E 7 St,40.647718,-73.973663,,,553
Cauldwell Ave & E 158 St,40.81968256643817,-73.90867185658837,,,779.0,Cauldwell Ave & E 158 St,40.81989,-73.908351,,,758
Cauldwell Ave & E 161 St,40.82173058237325,-73.90794360810006,,,643.0,Cauldwell Ave & E 161 St,40.82188,-73.907521,,,611
Cedar Ave & W Fordham Rd,40.86063458353005,-73.91261506628233,,,183.0,Cedar Ave & W Fordham Rd,40.86156,-73.91219,,,188
Cedar St & Evergreen Ave,40.69726955552065,-73.92908388532696,,,993.0,Cedar St & Evergreen Ave,40.69671,-73.92807,,,948
Cedar St & Myrtle Ave,40.69825480621371,-73.92731265910234,,,1254.0,Cedar St & Myrtle Ave,40.697842,-73.926241,,,1258
Center Blvd & 48 Ave,40.744986022265664,-73.95753765617665,,1054.0,1734.0,Center Blvd & 48 Ave,40.745038,-73.957539,,1079.0,1763
Center Blvd & 51 Ave,40.74339377939998,-73.95957605848565,,,1871.0,Center Blvd & 51 Ave,40.743366080098866,-73.95960688615355,,,1874
Central Ave & Covert St,40.68974521307846,-73.91000819605556,,,582.0,Central Ave & Covert St,40.68929,-73.90951,,,572
Central Ave & Decatur St,40.68851516891501,-73.90868053500722,,,553.0,Central Ave & Decatur St,40.6882,-73.90798,,,542
Central Ave & Flushing Ave,40.70288114143918,-73.93380504002388,,,907.0,Central Ave & Flushing Ave,40.702831,-73.9333,,,927
Central Ave & Himrod St,40.69712206830827,-73.92361810646581,,,931.0,Central Ave & Himrod St,40.69676,-73.92302,,,940
Central Ave & Melrose St,40.701353173802566,-73.9309917603216,,,910.0,Central Ave & Melrose St,40.70112,-73.93039,,,916
Central Ave & Starr Street,40.70057821995642,-73.92914427631975,,,1545.0,Central Ave & Starr Street,40.700003,-73.92834,,,1560
Central Ave & Weirfield St,40.69139345351481,-73.9130641531139,,,799.0,Central Ave & Weirfield St,40.69055,-73.91181,,,809
Central Ave & Woodbine St,40.69344761103398,-73.91668097639172,,,1079.0,Central Ave & Woodbine St,40.69296,-73.91605,,,1089
Central Park North & Adam Clayton Powell Blvd,40.79940594759003,-73.95568077074282,,4324.0,4141.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,,4681.0,4169
Central Park S & 6 Ave,40.76581431033368,-73.97636272578546,5789.0,9495.0,8687.0,Central Park S & 6 Ave,40.765909355949425,-73.97634151551328,5811.0,9559.0,8621
Central Park W & W 103 St,40.79538099225563,-73.96194438943427,,,3325.0,Central Park W & W 103 St,40.795589542960016,-73.96188408102567,,,3370
Central Park W & W 91 St,40.788396376399284,-73.96682415246222,,,5400.0,Central Park W & W 91 St,40.78866499135595,-73.96680057428547,,,5429
Central Park W & W 97 St,40.79235846567859,-73.96416081804749,,,4934.0,Central Park W & W 97 St,40.79249519292483,-73.96417066811645,,,5003
Central Park West & W 68 St,40.77320025532236,-73.97781111143858,,6757.0,8810.0,Central Park West & W 68 St,40.7734066032446,-73.97782541659318,,5979.0,8753
Central Park West & W 72 St,40.77567008567387,-73.97613015162091,,7215.0,8131.0,Central Park West & W 72 St,40.77579376867485,-73.97620573847685,,6658.0,8118
Central Park West & W 76 St,40.778740560388336,-73.97377594783298,,4383.0,5618.0,Central Park West & W 76 St,40.77896784137733,-73.97374736681492,,4051.0,5576
Central Park West & W 85 St,40.78468543470527,-73.96987976191939,,5135.0,5975.0,Central Park West & W 85 St,40.78476,-73.969862,,4996.0,5968
Centre St & Chambers St,40.712810343378436,-74.0044998040781,5290.0,8266.0,6902.0,Centre St & Chambers St,40.71273266421994,-74.00460729627652,5170.0,8197.0,6929
Centre St & Seneca Ave,40.70011666869034,-73.90265706407195,,,366.0,Centre St & Seneca Ave,40.69969,-73.9022,,,370
Centre St & Worth St,40.715027756916406,-74.00219560575044,2534.0,2647.0,3776.0,Centre St & Worth St,40.71494806952406,-74.00234482122386,2395.0,2694.0,3824
Charlotte St & Boston Rd,40.83561281572099,-73.89357942839034,,,497.0,Charlotte St & Boston Rd,40.83587709938398,-73.89314280123205,,,487
Chauncey St & Howard Ave,40.68198965891231,-73.92055328337527,,,612.0,Chauncey St & Howard Ave,40.68158,-73.91959,,,614
Chauncey St & Malcolm X Blvd,40.681206690758124,-73.92904690015692,,,718.0,Chauncey St & Malcolm X Blvd,40.68044,-73.92842,,,721
Chauncey St & Stuyvesant Ave,40.68065019269145,-73.93207294752587,,,928.0,Chauncey St & Stuyvesant Ave,40.68012,-73.93168,,,945
Cherry St,40.71238781164978,-73.97947054859753,1320.0,1993.0,2073.0,Cherry St,40.712199059913345,-73.9794814793067,1356.0,1992.0,2077
Chester Ave & 12 Ave,40.64487985455767,-73.98414932469963,,,263.0,Chester Ave & 12 Ave,40.644367,-73.984276,,,288
Christ Hospital,40.728599603666666,-74.01198416883334,,,2.0,Christ Hospital,40.734785818,-74.050443636,,,2
Christopher St & Greenwich St,40.7329834533602,-74.0068504103863,5046.0,8914.0,7979.0,Christopher St & Greenwich St,40.73291553079124,-74.00711384026935,5160.0,9022.0,8316
Church Ave & E 42 St,40.65155841088235,-73.93921224354622,,,119.0,Church Ave & E 42 St,40.65127,-73.93818,,,129
Church Ave & McDonald Ave,40.643443445925,-73.9790585304275,,,400.0,Church Ave & McDonald Ave,40.642809,-73.979239,,,408
Church Ave & Nostrand Ave,40.65198556520315,-73.9504039347897,,,233.0,Church Ave & Nostrand Ave,40.65074,-73.94986,,,254
Church Ave & Story St,40.643058472145626,-73.98100376476683,,,396.0,Church Ave & Story St,40.642031,-73.981073,,,399
Church Sq Park - 5 St & Park Ave,40.715918181777774,-73.95806085555556,,,3.0,Church Sq Park - 5 St & Park Ave,40.74265933273143,-74.03223305940628,,,4
Church St & Worth St,40.71694251044483,-74.00629990832735,,,2329.0,Church St & Worth St,40.71688538330434,-74.0065012859913,,,2334
City Hall,40.7552073,-74.00088691666667,,,2.0,City Hall,40.7177325,-74.043845,,,14
City Hall - Washington St & 1 St,40.7301231358,-73.99361843839999,,,5.0,City Hall - Washington St & 1 St,40.73736,-74.03097,,,7
Clark St & Henry St,40.69784235308897,-73.99325236538843,2317.0,3010.0,4065.0,Clark St & Henry St,40.69760126967423,-73.99344559049469,2155.0,2346.0,4144
Clarkson Ave & E 37 St,40.65616393707882,-73.94329040732859,,,351.0,Clarkson Ave & E 37 St,40.65577,-73.9432,,,364
Clarkson Ave & Nostrand Ave,40.65592740667225,-73.94965996081822,,,717.0,Clarkson Ave & Nostrand Ave,40.6555,-73.94975,,,714
Clarkson Ave & Troy Ave,40.65633470143299,-73.93645768552578,,,97.0,Clarkson Ave & Troy Ave,40.65633,-73.93648,,,121
Clarkson Ave & Utica Ave,40.657067148276425,-73.93139330992005,,,246.0,Clarkson Ave & Utica Ave,40.65666,-73.93109,,,249
Classon Ave & St Marks Ave,40.6768937683674,-73.95954831735531,,1272.0,2730.0,Classon Ave & St Marks Ave,40.676513,-73.959431,,1294.0,2615
Clay Ave & Claremont Pkwy,40.83958863501207,-73.9057930454782,,,497.0,Clay Ave & Claremont Pkwy,40.83999,-73.90549,,,510
Clay Ave & E 173 St,40.84228363248313,-73.90533200866668,,,425.0,Clay Ave & E 173 St,40.84326399999999,-73.904867,,,434
Clermont Ave & Lafayette Ave,40.6879489956068,-73.96979962050231,810.0,1224.0,2233.0,Clermont Ave & Lafayette Ave,40.68764484007299,-73.96968901999088,694.0,1018.0,2192
Clermont Ave & Park Ave,40.695965963932935,-73.97141853817091,399.0,704.0,1332.0,Clermont Ave & Park Ave,40.69573398002972,-73.97129668047548,361.0,635.0,1346
Cleveland Pl & Spring St,40.722213615117454,-73.99710998240141,5655.0,7785.0,9591.0,Cleveland Pl & Spring St,40.722103787308264,-73.99724900720396,5778.0,7845.0,9599
Cliff St & Fulton St,40.70848019305169,-74.00482364837526,3054.0,,3037.0,Cliff St & Fulton St,40.70838,-74.00495,3138.0,,3090
Clinton Ave & Flushing Ave,40.69817669375073,-73.96983734238697,488.0,887.0,1479.0,Clinton Ave & Flushing Ave,40.69794,-73.96986847909605,523.0,1094.0,1593
Clinton Ave & Myrtle Ave,40.693684442413534,-73.96898929879372,1290.0,2289.0,4069.0,Clinton Ave & Myrtle Ave,40.693261,-73.968896,1333.0,2397.0,4027
Clinton St & 4 Place,40.678849680641996,-73.99988072423648,,1065.0,1473.0,Clinton St & 4 Place,40.67835629979675,-74.00014501998645,,1064.0,1476
Clinton St & 7 St,40.7190904025,-73.97161591049999,,,2.0,Clinton St & 7 St,40.74542,-74.03332,,,3
Clinton St & Centre St,40.674339689377604,-74.00194861854341,,349.0,384.0,Clinton St & Centre St,40.67434,-74.00194698,,375.0,444
Clinton St & Cherry St,40.71164221461521,-73.98668897841412,,,3169.0,Clinton St & Cherry St,40.71147139409771,-73.98672603067844,,,3185
Clinton St & Grand St,40.71578422130218,-73.98697858720656,2248.0,3152.0,8067.0,Clinton St & Grand St,40.71559508993331,-73.98702950037051,2261.0,3170.0,8097
